sim_time,world_x,world_y,world_yaw,state
34.96,-0.35650251657991266,-1.0893995502817082,1.2225413624696209,navigate_east
35.06,-0.3259375728253548,-1.1073415736586467,1.2222920597992057,navigate_east
35.162,-0.2948529584626752,-1.125780617606613,1.2220414631620495,navigate_east
35.262,-0.2644480774934077,-1.1439882405412083,1.2218002492503777,navigate_east
35.362,-0.23396159256921287,-1.1621770134577352,1.221560926731075,navigate_east
35.462,-0.2033883385646892,-1.1802259772743617,1.221642285547062,navigate_east
35.564,-0.17219767241763914,-1.1985881973219994,1.2217577582988215,navigate_east
35.664,-0.1416756811069277,-1.216636318607085,1.221893855036878,navigate_east
35.764,-0.11119685659765649,-1.2347563037144886,1.2220363848812676,navigate_east
35.866,-0.08009977352541499,-1.2532581861652219,1.2221822432209706,navigate_east
35.966,-0.04963369655662783,-1.2714263683877072,1.2223169903876985,navigate_east
36.066,-0.01921910135678388,-1.2896571434778437,1.2221406895470561,navigate_east
36.168,0.011756957140752625,-1.3083262803547304,1.2219314094535842,navigate_east
36.268,0.0420588342416269,-1.3267382529830598,1.2217310044176433,navigate_east
36.368,0.07227598563770563,-1.345275695953375,1.2215356096728571,navigate_east
36.468,0.10238487399944808,-1.3639768599270732,1.2213444161863656,navigate_east
36.57,0.13303386106086743,-1.3831841029625571,1.2211564742365186,navigate_east
36.67,0.16303181449267568,-1.40211629189801,1.2212208635850537,navigate_east
36.77,0.1930069183557896,-1.4211240260915556,1.2213607862113698,navigate_east
36.872,0.22358503493189877,-1.4405331941021118,1.2215072867238945,navigate_east
36.972,0.25353887506978945,-1.459601787614224,1.221655330395061,navigate_east
37.072,0.2834653335798794,-1.4787095316331615,1.2218067980096867,navigate_east
37.174,0.31393763187652113,-1.4982651812840833,1.2219324826689923,navigate_east
37.274,0.34374323269459517,-1.517534765014769,1.2217697213054668,navigate_east
37.374,0.373485593227487,-1.5369030819646998,1.221610212435479,navigate_east
37.476,0.403758097678505,-1.5567885016336573,1.2214449904969906,navigate_east
